AÑO;NOMBRE_IES;TIPO_FINANCIAMIENTO;NOMBRE_CARRERA;NIVEL_FORMACION;MODALIDAD;CAMPO_AMPLIO;CAMPO_ESPECIFICO;CAMPO_DETALLADO;TIPO_SEDE;PROVINCIA_SEDE;CANTON_SEDE;SEXO;ETNIA;PUEBLO_NACIONALIDAD;DISCAPACIDAD;PROVINCIA_RESIDENCIA;CANTON_RESIDENCIA;TOTAL
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GERENCIA EMPRESARIAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; DIPLOMADO SUPERIOR EN PLATAFORMAS OPERATIVAS PARA INTERNETWORKING ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; INFORMATICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; DIPLOMADO SUPERIOR EN PLATAFORMAS OPERATIVAS PARA INTERNETWORKING ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; INFORMATICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN EDUCACION SUPERIOR, MENCION GESTION UNIVERSITARIA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; EDUCACION ; FORMACION DE PERSONAL DOCENTE Y CIENCIAS DE LA EDUCACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN EDUCACION SUPERIOR, MENCION GESTION UNIVERSITARIA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; EDUCACION ; FORMACION DE PERSONAL DOCENTE Y CIENCIAS DE LA EDUCACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN CIENCIAS DE LA COMPUTACION Y COMERCIO ELECTRONICO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; INFORMATICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN CIENCIAS DE LA COMPUTACION Y COMERCIO ELECTRONICO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; INFORMATICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN CIENCIAS DE LA COMPUTACION Y COMERCIO ELECTRONICO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; INFORMATICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;4
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN MATERIALES DISEÑO Y PRODUCCION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INDUSTRIA Y PRODUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN MATERIALES DISEÑO Y PRODUCCION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INDUSTRIA Y PRODUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN MATERIALES DISEÑO Y PRODUCCION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INDUSTRIA Y PRODUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN MATERIALES DISEÑO Y PRODUCCION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INDUSTRIA Y PRODUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;4
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;27
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;23
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;14
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GESTION DE LAS COMUNICACIONES Y TECNOLOGIAS DE LA INFORMACION ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;6
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;7
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ESTRUCTURAL ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; ARQUITECTURA Y CONSTRUCCION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN RIESGO FINANCIERO ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;7
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;4
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN ESTADISTICA APLICADA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS NATURALES, MATEMATICAS Y ESTADISTICA ; MATEMATICAS Y ESTADISTICA ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;3
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;7
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;9
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN INGENIERIA ELECTRICA ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; INGENIERIA, INDUSTRIA Y CONSTRUCCION ; INGENIERIA Y PROFESIONES AFINES ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; ESPECIALIDAD EN GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;2
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; ESPECIALIDAD EN GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;11
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; ESPECIALIDAD EN GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;7
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; ESPECIALIDAD EN GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;7
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; ESPECIALIDAD EN GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GERENCIA EMPRESARIAL MENCIONES GERENCIA FINANCIERA GERENCIA DE MERCADEO GERENCIA DE RECURSOS HUMANOS Y ORGANIZACION GERENCIA DE OPERACIONES Y CALIDAD GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GERENCIA EMPRESARIAL MENCIONES GERENCIA FINANCIERA GERENCIA DE MERCADEO GERENCIA DE RECURSOS HUMANOS Y ORGANIZACION GERENCIA DE OPERACIONES Y CALIDAD GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; PICHINCHA ; QUITO ;1
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GERENCIA EMPRESARIAL MENCIONES GERENCIA FINANCIERA GERENCIA DE MERCADEO GERENCIA DE RECURSOS HUMANOS Y ORGANIZACION GERENCIA DE OPERACIONES Y CALIDAD GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; HOMBRE ; NO_REGISTRA ;NO_REGISTRA; NINGUNA ; NO_REGISTRA ; NO_REGISTRA ;13
2015; ESCUELA POLITECNICA NACIONAL ;PUBLICA; MAESTRIA EN GERENCIA EMPRESARIAL MENCIONES GERENCIA FINANCIERA GERENCIA DE MERCADEO GERENCIA DE RECURSOS HUMANOS Y ORGANIZACION GERENCIA DE OPERACIONES Y CALIDAD GESTION DE PROYECTOS ; CUARTO NIVEL O POSGRADO ;PRESENCIAL; CIENCIAS SOCIALES, PERIODISMO, INFORMACION Y DERECHO ; EDUCACION COMERCIAL Y ADMINISTRACION ;NO_REGISTRA; MATRIZ ; PICHINCHA ;QUITO; MUJER ; MESTIZO ;NO_APLICA; NINGUNA ; PICHINCHA ; QUITO ;1
